,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impr
45,46,47,24,23,22,26,63,62,61,60,58,59,53,57,55,56,69,68,50,54,52,51,49,48,42,41,40,39,38,78,79,80,81,82,90,87,88,89,86,83,84,85,77,73,71,70,72,74,76,91,94,95,93,92,75,67,66,65,64,27,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,43,44,-0.2804502087672631
40,39,38,78,79,80,81,82,90,87,88,89,86,83,84,85,77,73,71,70,72,74,76,91,94,95,93,92,75,67,66,65,64,27,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,43,44,45,46,47,24,23,22,26,63,62,61,60,58,59,53,57,55,56,69,68,50,54,52,51,49,48,42,41,-1.9925320410211782
80,81,82,90,87,88,89,86,83,84,85,77,73,71,70,72,74,76,91,94,95,93,92,75,67,66,65,64,27,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,43,44,45,46,47,24,23,22,26,63,62,61,60,58,59,53,57,55,56,69,68,50,54,52,51,49,48,42,41,40,39,38,78,79,-1.9320212587295273
14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,43,44,45,46,47,24,23,22,26,63,62,61,60,58,59,53,57,55,56,69,68,50,54,52,51,49,48,42,41,40,39,38,78,79,80,81,82,90,87,88,89,86,83,84,85,77,73,71,70,72,74,76,91,94,95,93,92,75,67,66,65,64,27,25,21,20,18,17,19,16,15,-5.805208820233089
16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,43,44,45,46,47,24,23,22,26,63,62,61,60,58,59,53,57,55,56,69,68,50,54,52,51,49,48,42,41,40,39,38,78,79,80,81,82,90,87,88,89,86,83,84,85,77,73,71,70,72,74,76,91,94,95,93,92,75,67,66,65,64,27,25,21,20,18,17,19,-0.371818591265332
84,85,77,73,72,70,71,74,76,91,94,95,93,92,75,67,66,65,64,27,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,43,44,45,46,47,24,23,22,26,63,62,61,60,58,59,53,57,55,56,69,68,50,54,52,51,49,48,42,41,40,39,38,78,79,80,81,82,90,89,88,87,86,83,-0.1077622095408497
13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,43,44,45,46,47,24,23,22,26,63,62,61,60,58,59,53,57,55,56,69,68,50,54,52,51,49,48,42,41,40,39,38,78,79,80,81,82,90,89,88,87,86,83,84,85,77,73,72,70,71,74,76,91,94,95,93,92,75,67,66,65,64,27,25,21,20,18,17,19,16,15,14,-2.4029021605666854
70,71,74,76,91,94,95,93,92,75,67,66,65,64,27,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,43,44,45,46,47,24,23,22,26,63,62,61,60,58,59,53,57,55,56,69,68,50,54,52,51,49,48,42,41,40,39,38,78,79,80,81,82,90,89,88,87,86,83,84,85,77,73,72,-0.18044942573529354
14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,43,44,45,46,47,24,23,22,26,63,62,61,60,58,59,53,57,55,56,69,68,50,54,52,51,49,48,42,41,40,39,38,78,79,80,81,82,90,89,88,87,86,83,84,85,77,73,72,70,71,74,76,91,94,95,93,92,75,67,66,65,64,27,25,21,20,18,17,19,16,15,-5.805208820233089
64,27,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,43,44,45,46,47,24,23,22,26,63,62,61,60,58,59,53,57,55,56,69,68,50,54,52,51,49,48,42,41,40,39,38,78,79,80,81,82,90,89,88,87,86,83,84,85,77,73,72,70,71,74,76,91,94,95,93,92,75,67,66,65,-3.592806789936361
57,58,71,63,67,64,27,23,26,62,65,92,94,91,95,93,22,21,17,15,16,18,25,61,24,66,81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,72,70,60,59,2,78,79,69,68,56,55,52,41,50,54,51,42,39,40,43,33,36,34,35,31,29,37,44,46,10,8,11,14,13,12,6,5,3,7,4,9,1,30,0,28,38,48,32,19,20,45,49,47,53,1.5077589518676078
36,34,35,31,29,37,44,46,10,8,11,14,13,12,6,5,3,7,4,9,1,30,0,28,38,48,32,19,20,45,49,47,53,57,58,71,63,67,64,27,23,26,62,65,92,94,91,95,93,22,21,17,15,16,18,25,61,24,66,81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,72,70,60,59,2,78,79,69,68,56,55,52,41,50,54,51,42,39,40,43,33,8.97081643577495
81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,72,70,60,59,2,78,79,69,68,56,55,52,41,50,54,51,42,39,40,43,33,36,34,35,31,29,37,44,46,10,8,11,14,13,12,6,5,3,7,4,9,1,30,0,28,38,48,32,19,20,45,49,47,53,57,58,71,63,67,64,27,23,26,62,65,92,94,91,95,93,22,21,17,15,16,18,25,61,24,66,11.343086686037054
72,70,60,59,2,78,79,69,68,56,55,52,41,50,54,51,42,39,40,43,33,36,34,35,31,29,37,44,46,10,8,11,14,13,12,6,5,3,7,4,9,1,30,0,28,38,48,32,19,20,45,49,47,53,57,58,71,63,67,64,27,23,26,62,65,92,94,91,95,93,22,21,17,15,16,18,25,61,24,66,81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,10.80727507161685
64,27,23,26,62,65,92,94,91,95,93,22,21,17,15,16,18,25,61,24,66,81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,72,70,60,59,2,78,79,69,68,56,55,52,41,50,54,51,42,39,40,43,33,36,34,35,31,29,37,44,46,10,8,11,14,13,12,6,5,3,7,4,9,1,30,0,28,38,48,32,19,20,45,49,47,53,57,58,71,63,67,12.63133403318308
86,89,88,87,76,85,84,77,83,73,74,75,72,70,71,58,57,53,47,49,45,20,19,32,48,38,28,0,30,1,9,4,7,3,5,6,12,13,14,11,8,10,46,44,37,29,31,35,34,36,33,43,40,39,42,51,54,50,41,52,2,78,79,69,68,56,55,59,61,63,66,67,60,62,24,22,21,17,15,16,18,25,26,23,27,64,65,95,93,94,92,91,81,80,82,90,-0.09215581205657486
17,15,16,18,25,26,23,27,64,65,95,93,94,92,91,81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,72,70,71,58,57,53,47,49,45,20,19,32,48,38,28,0,30,1,9,4,7,3,5,6,12,13,14,11,8,10,46,44,37,29,31,35,34,36,33,43,40,39,42,51,54,50,41,52,2,78,79,69,68,56,55,59,61,63,66,67,60,62,24,22,21,10.829814782922792
40,39,42,51,54,50,41,52,2,78,79,69,68,56,55,59,61,63,66,67,60,62,24,22,21,17,15,16,18,25,26,23,27,64,65,95,93,94,92,91,81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,72,70,71,58,57,53,47,49,45,20,19,32,48,38,28,0,30,1,9,4,7,3,5,6,12,13,14,11,8,10,46,44,37,29,31,35,34,36,33,43,10.877585549708684
31,35,34,36,33,43,40,39,42,51,54,50,41,52,2,78,79,69,68,56,55,59,61,63,66,67,60,62,24,22,21,17,15,16,18,25,26,23,27,64,65,95,93,94,92,91,81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,72,70,71,58,57,53,47,49,45,20,19,32,48,38,28,0,30,1,9,4,7,3,5,6,12,13,14,11,8,10,46,44,37,29,5.849025247804853
11,8,10,46,44,37,29,31,35,34,36,33,43,40,39,42,51,54,50,41,52,2,78,79,69,68,56,55,59,61,63,66,67,60,62,24,22,21,17,15,16,18,25,26,23,27,64,65,95,93,94,92,91,81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,72,70,71,58,57,53,47,49,45,20,19,32,48,38,28,0,30,1,9,4,7,3,5,6,12,13,14,4.348736691888533
93,94,92,91,81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,72,70,71,58,57,53,47,49,45,32,28,30,29,37,38,78,79,69,68,56,55,59,61,63,66,67,60,62,52,54,50,51,48,42,41,40,39,2,1,0,31,35,34,36,33,43,44,46,10,8,11,14,13,12,6,5,3,7,4,9,15,17,19,20,23,24,22,21,16,18,25,26,27,64,65,95,-2.5099274640141616
6,5,3,7,4,9,15,17,19,20,23,24,22,21,16,18,25,26,27,64,65,95,93,94,92,91,81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,72,70,71,58,57,53,47,49,45,32,28,30,29,37,38,78,79,69,68,56,55,59,61,63,66,67,60,62,52,54,50,51,48,42,41,40,39,2,1,0,31,35,34,36,33,43,44,46,10,8,11,14,13,12,9.876139131524386
34,36,33,43,44,46,10,8,11,14,13,12,6,5,3,7,4,9,15,17,19,20,23,24,22,21,16,18,25,26,27,64,65,95,93,94,92,91,81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,72,70,71,58,57,53,47,49,45,32,28,30,29,37,38,78,79,69,68,56,55,59,61,63,66,67,60,62,52,54,50,51,48,42,41,40,39,2,1,0,31,35,7.4155613600657455
56,55,59,61,63,66,67,60,62,52,54,50,51,48,42,41,40,39,2,1,0,31,35,34,36,33,43,44,46,10,8,11,14,13,12,6,5,3,7,4,9,15,17,19,20,23,24,22,21,16,18,25,26,27,64,65,95,93,94,92,91,81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,72,70,71,58,57,53,47,49,45,32,28,30,29,37,38,78,79,69,68,-0.012894081804279978
89,88,87,76,85,84,77,83,73,74,75,72,70,71,58,57,53,47,49,45,32,28,30,29,37,38,78,79,69,68,56,55,59,61,63,66,67,60,62,52,54,50,51,48,42,41,40,39,2,1,0,31,35,34,36,33,43,44,46,10,8,11,14,13,12,6,5,3,7,4,9,15,17,19,20,23,24,22,21,16,18,25,26,27,64,65,95,93,94,92,91,81,80,82,90,86,-1.4418014605766558
14,15,16,17,19,18,20,24,23,22,21,25,26,27,64,65,95,93,94,92,91,81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,72,70,71,58,57,53,47,45,49,46,44,43,38,78,79,69,68,56,55,59,61,63,66,67,60,62,52,54,50,51,48,42,41,40,39,2,1,0,29,30,28,31,35,36,37,34,33,32,10,4,3,5,7,6,8,9,11,12,13,-2.4029021605666854
16,17,19,18,20,24,23,22,21,25,26,27,64,65,95,93,94,92,91,81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,72,70,71,58,57,53,47,45,49,46,44,43,38,78,79,69,68,56,55,59,61,63,66,67,60,62,52,54,50,51,48,42,41,40,39,2,1,0,29,30,28,31,35,36,37,34,33,32,10,4,3,5,7,6,8,9,11,12,13,14,15,-3.041963695897854
21,25,26,27,64,65,95,93,94,92,91,81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,72,70,71,58,57,53,47,45,49,46,44,43,38,78,79,69,68,56,55,59,61,63,66,67,60,62,52,54,50,51,48,42,41,40,39,2,1,0,29,30,28,31,35,36,37,34,33,32,10,4,3,5,7,6,8,9,11,12,13,14,15,16,17,19,18,20,24,23,22,-2.8323887593825496
83,73,74,75,72,70,71,58,57,53,47,45,49,46,44,43,38,78,79,69,68,56,55,59,61,63,66,67,60,62,52,54,50,51,48,42,41,40,39,2,1,0,29,30,28,31,35,36,37,34,33,32,10,4,3,5,7,6,8,9,11,12,13,14,15,16,17,19,18,20,24,23,22,21,25,26,27,64,65,95,93,94,92,91,81,80,82,90,86,89,88,87,76,85,84,77,13.1980450767057
5,7,6,8,9,11,12,13,14,15,16,17,19,18,20,24,23,22,21,25,26,27,64,65,95,93,94,92,91,81,80,82,90,86,89,88,87,76,85,84,77,83,73,74,75,72,70,71,58,57,53,47,45,49,46,44,43,38,78,79,69,68,56,55,59,61,63,66,67,60,62,52,54,50,51,48,42,41,40,39,2,1,0,29,30,28,31,35,36,37,34,33,32,10,4,3,2.675349370509597
23,24,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,0,29,30,28,31,35,36,37,34,33,32,10,39,40,41,42,48,51,50,54,52,59,61,60,62,57,53,46,47,45,49,44,43,38,78,79,90,81,82,80,69,68,56,55,58,70,71,72,75,74,73,83,86,89,88,87,85,84,77,76,91,92,94,93,95,64,67,66,65,63,26,27,25,21,22,-2.501343992132256
13,12,11,9,8,6,7,5,4,3,2,1,0,29,30,28,31,35,36,37,34,33,32,10,39,40,41,42,48,51,50,54,52,59,61,60,62,57,53,46,47,45,49,44,43,38,78,79,90,81,82,80,69,68,56,55,58,70,71,72,75,74,73,83,86,89,88,87,85,84,77,76,91,92,94,93,95,64,67,66,65,63,26,27,25,21,22,23,24,20,18,17,19,16,15,14,-2.4029021605666854
38,78,79,90,81,82,80,69,68,56,55,58,70,71,72,75,74,73,83,86,89,88,87,85,84,77,76,91,92,94,93,95,64,67,66,65,63,26,27,25,21,22,23,24,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,0,29,30,28,31,35,36,37,34,33,32,10,39,40,41,42,48,51,50,54,52,59,61,60,62,57,53,46,47,45,49,44,43,9.792035912146712
30,28,31,35,36,37,34,33,32,10,39,40,41,42,48,51,50,54,52,59,61,60,62,57,53,46,47,45,49,44,43,38,78,79,90,81,82,80,69,68,56,55,58,70,71,72,75,74,73,83,86,89,88,87,85,84,77,76,91,92,94,93,95,64,67,66,65,63,26,27,25,21,22,23,24,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,0,29,1.8876322328917121
88,87,85,84,77,76,91,92,94,93,95,64,67,66,65,63,26,27,25,21,22,23,24,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,0,29,30,28,31,35,36,37,34,33,32,10,39,40,41,42,48,51,50,54,52,59,61,60,62,57,53,46,47,45,49,44,43,38,78,79,90,81,82,80,69,68,56,55,58,70,71,72,75,74,73,83,86,89,-6.358197657833605
39,44,43,38,78,79,90,82,80,81,69,68,56,55,58,70,71,72,75,74,73,83,86,89,88,87,85,84,77,76,91,92,94,93,95,64,65,66,67,63,26,27,25,21,22,23,24,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,45,46,47,59,62,61,60,57,53,52,54,50,51,49,48,42,41,40,-0.7622277248636848
37,34,33,32,10,45,46,47,59,62,61,60,57,53,52,54,50,51,49,48,42,41,40,39,44,43,38,78,79,90,82,80,81,69,68,56,55,58,70,71,72,75,74,73,83,86,89,88,87,85,84,77,76,91,92,94,93,95,64,65,66,67,63,26,27,25,21,22,23,24,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,-1.8623665621260548
71,72,75,74,73,83,86,89,88,87,85,84,77,76,91,92,94,93,95,64,65,66,67,63,26,27,25,21,22,23,24,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,45,46,47,59,62,61,60,57,53,52,54,50,51,49,48,42,41,40,39,44,43,38,78,79,90,82,80,81,69,68,56,55,58,70,-3.2242223400085166
15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,45,46,47,59,62,61,60,57,53,52,54,50,51,49,48,42,41,40,39,44,43,38,78,79,90,82,80,81,69,68,56,55,58,70,71,72,75,74,73,83,86,89,88,87,85,84,77,76,91,92,94,93,95,64,65,66,67,63,26,27,25,21,22,23,24,20,18,17,19,16,-2.859672714721736
87,85,84,77,76,91,92,94,93,95,64,65,66,67,63,26,27,25,21,22,23,24,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,45,46,47,59,62,61,60,57,53,52,54,50,51,49,48,42,41,40,39,44,43,38,78,79,90,82,80,81,69,68,56,55,58,70,71,72,75,74,73,83,86,89,88,-1.611399661907452
78,33,77,91,94,95,64,27,25,21,19,18,17,16,5,6,14,15,13,12,11,8,7,4,1,3,9,2,28,29,0,41,35,10,20,23,24,22,26,93,92,76,63,65,75,67,70,60,62,66,61,71,58,59,53,47,45,46,50,57,54,40,37,31,30,36,34,38,32,44,43,39,42,51,48,49,52,68,56,55,69,90,86,89,87,84,85,74,72,73,83,88,79,81,82,80,21.51461174979422
68,56,55,69,90,86,89,87,84,85,74,72,73,83,88,79,81,82,80,78,33,77,91,94,95,64,27,25,21,19,18,17,16,5,6,14,15,13,12,11,8,7,4,1,3,9,2,28,29,0,41,35,10,20,23,24,22,26,93,92,76,63,65,75,67,70,60,62,66,61,71,58,59,53,47,45,46,50,57,54,40,37,31,30,36,34,38,32,44,43,39,42,51,48,49,52,20.57676543100873
70,60,62,66,61,71,58,59,53,47,45,46,50,57,54,40,37,31,30,36,34,38,32,44,43,39,42,51,48,49,52,68,56,55,69,90,86,89,87,84,85,74,72,73,83,88,79,81,82,80,78,33,77,91,94,95,64,27,25,21,19,18,17,16,5,6,14,15,13,12,11,8,7,4,1,3,9,2,28,29,0,41,35,10,20,23,24,22,26,93,92,76,63,65,75,67,13.936781646391774
37,31,30,36,34,38,32,44,43,39,42,51,48,49,52,68,56,55,69,90,86,89,87,84,85,74,72,73,83,88,79,81,82,80,78,33,77,91,94,95,64,27,25,21,19,18,17,16,5,6,14,15,13,12,11,8,7,4,1,3,9,2,28,29,0,41,35,10,20,23,24,22,26,93,92,76,63,65,75,67,70,60,62,66,61,71,58,59,53,47,45,46,50,57,54,40,19.51456859162701
65,75,67,70,60,62,66,61,71,58,59,53,47,45,46,50,57,54,40,37,31,30,36,34,38,32,44,43,39,42,51,48,49,52,68,56,55,69,90,86,89,87,84,85,74,72,73,83,88,79,81,82,80,78,33,77,91,94,95,64,27,25,21,19,18,17,16,5,6,14,15,13,12,11,8,7,4,1,3,9,2,28,29,0,41,35,10,20,23,24,22,26,93,92,76,63,6.844354990916577
75,65,63,76,92,93,26,22,24,23,20,14,15,13,12,11,8,7,6,4,1,3,2,28,0,29,30,31,36,78,80,82,81,79,88,83,73,72,74,85,84,87,89,86,90,69,55,56,68,52,49,48,51,42,39,41,45,44,43,77,91,94,95,64,27,25,21,19,18,17,16,5,9,10,32,33,37,35,34,38,40,54,57,50,46,47,53,59,58,71,61,66,62,60,70,67,18.33912258149332
23,20,14,15,13,12,11,8,7,6,4,1,3,2,28,0,29,30,31,36,78,80,82,81,79,88,83,73,72,74,85,84,87,89,86,90,69,55,56,68,52,49,48,51,42,39,41,45,44,43,77,91,94,95,64,27,25,21,19,18,17,16,5,9,10,32,33,37,35,34,38,40,54,57,50,46,47,53,59,58,71,61,66,62,60,70,67,75,65,63,76,92,93,26,22,24,-3.3375643598561933
28,0,29,30,31,36,78,80,82,81,79,88,83,73,72,74,85,84,87,89,86,90,69,55,56,68,52,49,48,51,42,39,41,45,44,43,77,91,94,95,64,27,25,21,19,18,17,16,5,9,10,32,33,37,35,34,38,40,54,57,50,46,47,53,59,58,71,61,66,62,60,70,67,75,65,63,76,92,93,26,22,24,23,20,14,15,13,12,11,8,7,6,4,1,3,2,4.6236445854388
1,3,2,28,0,29,30,31,36,78,80,82,81,79,88,83,73,72,74,85,84,87,89,86,90,69,55,56,68,52,49,48,51,42,39,41,45,44,43,77,91,94,95,64,27,25,21,19,18,17,16,5,9,10,32,33,37,35,34,38,40,54,57,50,46,47,53,59,58,71,61,66,62,60,70,67,75,65,63,76,92,93,26,22,24,23,20,14,15,13,12,11,8,7,6,4,11.496105569272828
13,12,11,8,7,6,4,1,3,2,28,0,29,30,31,36,78,80,82,81,79,88,83,73,72,74,85,84,87,89,86,90,69,55,56,68,52,49,48,51,42,39,41,45,44,43,77,91,94,95,64,27,25,21,19,18,17,16,5,9,10,32,33,37,35,34,38,40,54,57,50,46,47,53,59,58,71,61,66,62,60,70,67,75,65,63,76,92,93,26,22,24,23,20,14,15,19.512681386477624
26,43,44,50,68,55,56,69,81,71,74,72,73,83,85,84,87,89,86,90,88,79,82,80,78,36,34,38,40,57,54,52,49,48,51,42,39,41,45,46,47,53,59,58,61,62,60,70,67,75,65,93,92,76,63,66,77,91,94,95,64,27,25,21,19,18,17,16,5,9,10,32,33,37,35,31,30,29,0,28,1,2,3,4,7,6,8,11,12,13,14,15,20,24,23,22,-0.8781388748205714
27,25,21,19,18,17,16,5,9,10,32,33,37,35,31,30,29,0,28,1,2,3,4,7,6,8,11,12,13,14,15,20,24,23,22,26,43,44,50,68,55,56,69,81,71,74,72,73,83,85,84,87,89,86,90,88,79,82,80,78,36,34,38,40,57,54,52,49,48,51,42,39,41,45,46,47,53,59,58,61,62,60,70,67,75,65,93,92,76,63,66,77,91,94,95,64,-4.56565641968826
41,45,46,47,53,59,58,61,62,60,70,67,75,65,93,92,76,63,66,77,91,94,95,64,27,25,21,19,18,17,16,5,9,10,32,33,37,35,31,30,29,0,28,1,2,3,4,7,6,8,11,12,13,14,15,20,24,23,22,26,43,44,50,68,55,56,69,81,71,74,72,73,83,85,84,87,89,86,90,88,79,82,80,78,36,34,38,40,57,54,52,49,48,51,42,39,1.9925320410211782
70,67,75,65,93,92,76,63,66,77,91,94,95,64,27,25,21,19,18,17,16,5,9,10,32,33,37,35,31,30,29,0,28,1,2,3,4,7,6,8,11,12,13,14,15,20,24,23,22,26,43,44,50,68,55,56,69,81,71,74,72,73,83,85,84,87,89,86,90,88,79,82,80,78,36,34,38,40,57,54,52,49,48,51,42,39,41,45,46,47,53,59,58,61,62,60,3.6596381499302453
90,88,79,82,80,78,36,34,38,40,57,54,52,49,48,51,42,39,41,45,46,47,53,59,58,61,62,60,70,67,75,65,93,92,76,63,66,77,91,94,95,64,27,25,21,19,18,17,16,5,9,10,32,33,37,35,31,30,29,0,28,1,2,3,4,7,6,8,11,12,13,14,15,20,24,23,22,26,43,44,50,68,55,56,69,81,71,74,72,73,83,85,84,87,89,86,14.194970588275424
71,70,75,93,92,76,77,91,94,95,64,27,25,21,19,18,17,16,5,9,10,32,33,37,35,31,30,29,0,28,1,2,3,4,7,6,8,11,12,13,14,15,20,24,23,22,26,43,44,50,68,55,56,69,81,66,67,65,63,62,61,60,58,59,57,53,47,46,45,54,52,51,49,48,42,41,39,40,38,34,36,78,80,82,79,88,90,86,89,87,84,85,83,73,72,74,5.685119218935995
69,81,66,67,65,63,62,61,60,58,59,57,53,47,46,45,54,52,51,49,48,42,41,39,40,38,34,36,78,80,82,79,88,90,86,89,87,84,85,83,73,72,74,71,70,75,93,92,76,77,91,94,95,64,27,25,21,19,18,17,16,5,9,10,32,33,37,35,31,30,29,0,28,1,2,3,4,7,6,8,11,12,13,14,15,20,24,23,22,26,43,44,50,68,55,56,4.859433106522252
73,72,74,71,70,75,93,92,76,77,91,94,95,64,27,25,21,19,18,17,16,5,9,10,32,33,37,35,31,30,29,0,28,1,2,3,4,7,6,8,11,12,13,14,15,20,24,23,22,26,43,44,50,68,55,56,69,81,66,67,65,63,62,61,60,58,59,57,53,47,46,45,54,52,51,49,48,42,41,39,40,38,34,36,78,80,82,79,88,90,86,89,87,84,85,83,6.180633640989424
36,78,80,82,79,88,90,86,89,87,84,85,83,73,72,74,71,70,75,93,92,76,77,91,94,95,64,27,25,21,19,18,17,16,5,9,10,32,33,37,35,31,30,29,0,28,1,2,3,4,7,6,8,11,12,13,14,15,20,24,23,22,26,43,44,50,68,55,56,69,81,66,67,65,63,62,61,60,58,59,57,53,47,46,45,54,52,51,49,48,42,41,39,40,38,34,5.219026398319718
67,65,63,62,61,60,58,59,57,53,47,46,45,54,52,51,49,48,42,41,39,40,38,34,36,78,80,82,79,88,90,86,89,87,84,85,83,73,72,74,71,70,75,93,92,76,77,91,94,95,64,27,25,21,19,18,17,16,5,9,10,32,33,37,35,31,30,29,0,28,1,2,3,4,7,6,8,11,12,13,14,15,20,24,23,22,26,43,44,50,68,55,56,69,81,66,-3.5733311594205546
43,32,28,0,29,30,31,35,33,34,36,37,38,39,40,41,42,48,49,51,52,54,45,46,47,53,57,59,58,60,61,62,63,65,67,66,91,94,95,64,27,25,21,19,18,17,16,10,9,5,1,2,3,4,7,6,8,11,12,13,14,15,20,24,23,22,26,50,68,55,56,69,81,86,85,84,83,73,74,72,70,71,75,93,92,76,77,87,88,89,90,82,80,79,78,44,-5.173973308233499
60,61,62,63,65,67,66,91,94,95,64,27,25,21,19,18,17,16,10,9,5,1,2,3,4,7,6,8,11,12,13,14,15,20,24,23,22,26,50,68,55,56,69,81,86,85,84,83,73,74,72,70,71,75,93,92,76,77,87,88,89,90,82,80,79,78,44,43,32,28,0,29,30,31,35,33,34,36,37,38,39,40,41,42,48,49,51,52,54,45,46,47,53,57,59,58,1.9789980277463783
57,59,58,60,61,62,63,65,67,66,91,94,95,64,27,25,21,19,18,17,16,10,9,5,1,2,3,4,7,6,8,11,12,13,14,15,20,24,23,22,26,50,68,55,56,69,81,86,85,84,83,73,74,72,70,71,75,93,92,76,77,87,88,89,90,82,80,79,78,44,43,32,28,0,29,30,31,35,33,34,36,37,38,39,40,41,42,48,49,51,52,54,45,46,47,53,4.999831165524654
80,79,78,44,43,32,28,0,29,30,31,35,33,34,36,37,38,39,40,41,42,48,49,51,52,54,45,46,47,53,57,59,58,60,61,62,63,65,67,66,91,94,95,64,27,25,21,19,18,17,16,10,9,5,1,2,3,4,7,6,8,11,12,13,14,15,20,24,23,22,26,50,68,55,56,69,81,86,85,84,83,73,74,72,70,71,75,93,92,76,77,87,88,89,90,82,-2.7942093818695604
85,84,83,73,74,72,70,71,75,93,92,76,77,87,88,89,90,82,80,79,78,44,43,32,28,0,29,30,31,35,33,34,36,37,38,39,40,41,42,48,49,51,52,54,45,46,47,53,57,59,58,60,61,62,63,65,67,66,91,94,95,64,27,25,21,19,18,17,16,10,9,5,1,2,3,4,7,6,8,11,12,13,14,15,20,24,23,22,26,50,68,55,56,69,81,86,-0.8949747951132272
62,63,65,67,66,76,77,87,88,89,90,82,80,79,78,44,43,32,28,0,29,30,31,35,36,37,34,33,38,39,40,41,42,48,50,54,52,51,49,45,46,47,26,22,23,24,10,8,6,5,4,3,1,2,7,9,11,12,13,14,15,16,19,17,18,20,21,25,27,64,95,93,92,94,91,75,71,70,72,74,73,83,84,85,86,81,69,56,55,68,53,57,59,58,60,61,-3.144441669710437
43,32,28,0,29,30,31,35,36,37,34,33,38,39,40,41,42,48,50,54,52,51,49,45,46,47,26,22,23,24,10,8,6,5,4,3,1,2,7,9,11,12,13,14,15,16,19,17,18,20,21,25,27,64,95,93,92,94,91,75,71,70,72,74,73,83,84,85,86,81,69,56,55,68,53,57,59,58,60,61,62,63,65,67,66,76,77,87,88,89,90,82,80,79,78,44,-5.173973308233499
19,17,18,20,21,25,27,64,95,93,92,94,91,75,71,70,72,74,73,83,84,85,86,81,69,56,55,68,53,57,59,58,60,61,62,63,65,67,66,76,77,87,88,89,90,82,80,79,78,44,43,32,28,0,29,30,31,35,36,37,34,33,38,39,40,41,42,48,50,54,52,51,49,45,46,47,26,22,23,24,10,8,6,5,4,3,1,2,7,9,11,12,13,14,15,16,-0.371818591265332
23,24,10,8,6,5,4,3,1,2,7,9,11,12,13,14,15,16,19,17,18,20,21,25,27,64,95,93,92,94,91,75,71,70,72,74,73,83,84,85,86,81,69,56,55,68,53,57,59,58,60,61,62,63,65,67,66,76,77,87,88,89,90,82,80,79,78,44,43,32,28,0,29,30,31,35,36,37,34,33,38,39,40,41,42,48,50,54,52,51,49,45,46,47,26,22,-0.1151024418872737
