,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,score,opt_d,step
25,26,63,59,56,68,48,40,38,42,41,34,31,29,30,35,28,33,37,0,43,1,2,4,8,6,9,11,13,7,12,16,14,3,24,60,93,95,94,75,67,80,92,82,39,47,36,5,79,78,23,44,32,10,46,45,49,50,51,52,57,58,70,71,72,83,86,87,88,77,73,76,91,74,84,85,90,81,89,69,55,54,53,61,62,66,65,64,27,21,20,18,22,19,15,17,-1286.6542370607306,1234.5709037273973,10
1,2,4,8,6,9,11,13,7,12,16,14,3,24,60,93,95,94,75,67,80,92,82,39,47,36,5,79,78,23,44,32,10,46,45,49,50,51,52,57,58,70,71,72,83,86,87,88,77,73,76,91,74,84,85,90,81,89,69,55,54,53,61,62,66,65,64,27,21,20,18,22,19,15,17,25,26,63,59,56,68,48,40,38,42,41,34,31,29,30,35,28,33,37,0,43,-1293.115030691674,1241.0316973583408,10
13,7,12,16,14,3,24,60,93,95,94,75,67,80,92,82,39,47,36,5,79,78,23,44,32,10,46,45,49,50,51,52,57,58,70,71,72,83,86,87,88,77,73,76,91,74,84,85,90,81,89,69,55,54,53,61,62,66,65,64,27,21,20,18,22,19,15,17,25,26,63,59,56,68,48,40,38,42,41,34,31,29,30,35,28,33,37,0,43,1,2,4,8,6,9,11,-1322.5937253658506,1270.5103920325173,10
95,94,75,67,80,92,82,39,47,36,5,79,78,23,44,32,10,46,45,49,50,51,52,57,58,70,71,72,83,86,87,88,77,73,76,91,74,84,85,90,81,89,69,55,54,53,61,62,66,65,64,27,21,20,18,22,19,15,17,25,26,63,59,56,68,48,40,38,42,41,34,31,29,30,35,28,33,37,0,43,1,2,4,8,6,9,11,13,7,12,16,14,3,24,60,93,-1318.1241805195602,1266.040847186227,10
39,47,36,5,79,78,23,44,32,10,46,45,49,50,51,52,57,58,70,71,72,83,86,87,88,77,73,76,91,74,84,85,90,81,89,69,55,54,53,61,62,66,65,64,27,21,20,18,22,19,15,17,25,26,63,59,56,68,48,40,38,42,41,34,31,29,30,35,28,33,37,0,43,1,2,4,8,6,9,11,13,7,12,16,14,3,24,60,93,95,94,75,67,80,92,82,-1250.3388043443806,1198.2554710110473,10
8,7,3,2,6,1,4,28,35,36,30,29,31,34,38,37,50,32,33,46,39,78,0,10,53,47,25,18,11,24,64,62,93,95,94,92,19,91,22,85,79,5,16,45,48,40,43,44,41,49,42,51,54,52,55,68,56,57,59,61,63,65,60,58,72,70,76,77,83,73,74,87,89,90,86,84,88,81,71,69,82,80,75,67,66,26,23,21,27,20,17,15,12,9,13,14,-1373.0633842088882,1320.980050875555,10
91,22,85,79,5,16,45,48,40,43,44,41,49,42,51,54,52,55,68,56,57,59,61,63,65,60,58,72,70,76,77,83,73,74,87,89,90,86,84,88,81,71,69,82,80,75,67,66,26,23,21,27,20,17,15,12,9,13,14,8,7,3,2,6,1,4,28,35,36,30,29,31,34,38,37,50,32,33,46,39,78,0,10,53,47,25,18,11,24,64,62,93,95,94,92,19,-1329.8648276582057,1277.7814943248725,10
74,87,89,90,86,84,88,81,71,69,82,80,75,67,66,26,23,21,27,20,17,15,12,9,13,14,8,7,3,2,6,1,4,28,35,36,30,29,31,34,38,37,50,32,33,46,39,78,0,10,53,47,25,18,11,24,64,62,93,95,94,92,19,91,22,85,79,5,16,45,48,40,43,44,41,49,42,51,54,52,55,68,56,57,59,61,63,65,60,58,72,70,76,77,83,73,-1376.6397267725788,1324.5563934392455,10
26,23,21,27,20,17,15,12,9,13,14,8,7,3,2,6,1,4,28,35,36,30,29,31,34,38,37,50,32,33,46,39,78,0,10,53,47,25,18,11,24,64,62,93,95,94,92,19,91,22,85,79,5,16,45,48,40,43,44,41,49,42,51,54,52,55,68,56,57,59,61,63,65,60,58,72,70,76,77,83,73,74,87,89,90,86,84,88,81,71,69,82,80,75,67,66,-1359.0956031153655,1307.0122697820323,10
14,8,7,3,2,6,1,4,28,35,36,30,29,31,34,38,37,50,32,33,46,39,78,0,10,53,47,25,18,11,24,64,62,93,95,94,92,19,91,22,85,79,5,16,45,48,40,43,44,41,49,42,51,54,52,55,68,56,57,59,61,63,65,60,58,72,70,76,77,83,73,74,87,89,90,86,84,88,81,71,69,82,80,75,67,66,26,23,21,27,20,17,15,12,9,13,-1373.9048390984549,1321.8215057651216,10
63,61,60,62,65,64,95,92,91,76,75,70,71,58,74,83,86,84,87,73,85,81,72,77,88,82,89,80,67,23,22,18,59,66,27,94,90,47,93,21,79,55,78,28,69,68,57,56,54,50,52,46,51,41,38,34,36,31,37,39,42,48,43,44,32,35,0,1,3,6,8,4,5,7,12,13,14,11,16,15,10,9,45,49,40,33,29,30,2,53,24,20,17,19,25,26,-1330.7862719103773,1278.702938577044,10
95,92,91,76,75,70,71,58,74,83,86,84,87,73,85,81,72,77,88,82,89,80,67,23,22,18,59,66,27,94,90,47,93,21,79,55,78,28,69,68,57,56,54,50,52,46,51,41,38,34,36,31,37,39,42,48,43,44,32,35,0,1,3,6,8,4,5,7,12,13,14,11,16,15,10,9,45,49,40,33,29,30,2,53,24,20,17,19,25,26,63,61,60,62,65,64,-1361.4423502603909,1309.3590169270576,10
35,0,1,3,6,8,4,5,7,12,13,14,11,16,15,10,9,45,49,40,33,29,30,2,53,24,20,17,19,25,26,63,61,60,62,65,64,95,92,91,76,75,70,71,58,74,83,86,84,87,73,85,81,72,77,88,82,89,80,67,23,22,18,59,66,27,94,90,47,93,21,79,55,78,28,69,68,57,56,54,50,52,46,51,41,38,34,36,31,37,39,42,48,43,44,32,-1298.6717936697517,1246.5884603364184,10
2,53,24,20,17,19,25,26,63,61,60,62,65,64,95,92,91,76,75,70,71,58,74,83,86,84,87,73,85,81,72,77,88,82,89,80,67,23,22,18,59,66,27,94,90,47,93,21,79,55,78,28,69,68,57,56,54,50,52,46,51,41,38,34,36,31,37,39,42,48,43,44,32,35,0,1,3,6,8,4,5,7,12,13,14,11,16,15,10,9,45,49,40,33,29,30,-1360.970028438242,1308.8866951049088,10
85,81,72,77,88,82,89,80,67,23,22,18,59,66,27,94,90,47,93,21,79,55,78,28,69,68,57,56,54,50,52,46,51,41,38,34,36,31,37,39,42,48,43,44,32,35,0,1,3,6,8,4,5,7,12,13,14,11,16,15,10,9,45,49,40,33,29,30,2,53,24,20,17,19,25,26,63,61,60,62,65,64,95,92,91,76,75,70,71,58,74,83,86,84,87,73,-1364.0580236701487,1311.9746903368155,10
11,6,8,47,56,51,36,5,4,12,24,59,23,61,66,62,72,60,93,94,92,63,84,87,83,86,80,89,78,88,26,25,90,17,95,91,85,79,82,81,69,55,57,53,46,49,52,54,42,40,38,41,39,43,48,45,10,14,15,16,19,18,21,20,22,27,64,65,67,75,76,77,73,74,71,70,58,68,50,44,34,37,35,30,29,33,28,32,31,0,1,2,7,3,9,13,-1289.8138969480588,1237.7305636147255,10
59,23,61,66,62,72,60,93,94,92,63,84,87,83,86,80,89,78,88,26,25,90,17,95,91,85,79,82,81,69,55,57,53,46,49,52,54,42,40,38,41,39,43,48,45,10,14,15,16,19,18,21,20,22,27,64,65,67,75,76,77,73,74,71,70,58,68,50,44,34,37,35,30,29,33,28,32,31,0,1,2,7,3,9,13,11,6,8,47,56,51,36,5,4,12,24,-1242.1309425926142,1190.047609259281,10
58,68,50,44,34,37,35,30,29,33,28,32,31,0,1,2,7,3,9,13,11,6,8,47,56,51,36,5,4,12,24,59,23,61,66,62,72,60,93,94,92,63,84,87,83,86,80,89,78,88,26,25,90,17,95,91,85,79,82,81,69,55,57,53,46,49,52,54,42,40,38,41,39,43,48,45,10,14,15,16,19,18,21,20,22,27,64,65,67,75,76,77,73,74,71,70,-1257.791219713233,1205.7078863798997,10
9,13,11,6,8,47,56,51,36,5,4,12,24,59,23,61,66,62,72,60,93,94,92,63,84,87,83,86,80,89,78,88,26,25,90,17,95,91,85,79,82,81,69,55,57,53,46,49,52,54,42,40,38,41,39,43,48,45,10,14,15,16,19,18,21,20,22,27,64,65,67,75,76,77,73,74,71,70,58,68,50,44,34,37,35,30,29,33,28,32,31,0,1,2,7,3,-1261.8443899197318,1209.7610565863986,10
30,29,33,28,32,31,0,1,2,7,3,9,13,11,6,8,47,56,51,36,5,4,12,24,59,23,61,66,62,72,60,93,94,92,63,84,87,83,86,80,89,78,88,26,25,90,17,95,91,85,79,82,81,69,55,57,53,46,49,52,54,42,40,38,41,39,43,48,45,10,14,15,16,19,18,21,20,22,27,64,65,67,75,76,77,73,74,71,70,58,68,50,44,34,37,35,-1267.4720261006069,1215.3886927672736,10
60,92,95,69,25,17,1,11,8,82,64,91,79,94,80,31,36,35,37,30,34,32,33,29,28,0,3,6,5,4,7,2,9,14,10,46,53,47,51,52,50,41,42,49,40,39,44,45,57,55,58,59,63,66,61,70,75,73,74,72,85,83,84,87,86,81,89,77,88,90,71,76,93,67,65,26,23,24,21,22,27,62,56,54,38,43,13,15,18,19,16,20,12,48,68,78,-1379.2237012444996,1327.1403679111663,10
53,47,51,52,50,41,42,49,40,39,44,45,57,55,58,59,63,66,61,70,75,73,74,72,85,83,84,87,86,81,89,77,88,90,71,76,93,67,65,26,23,24,21,22,27,62,56,54,38,43,13,15,18,19,16,20,12,48,68,78,60,92,95,69,25,17,1,11,8,82,64,91,79,94,80,31,36,35,37,30,34,32,33,29,28,0,3,6,5,4,7,2,9,14,10,46,-1351.689775619983,1299.6064422866498,10
75,73,74,72,85,83,84,87,86,81,89,77,88,90,71,76,93,67,65,26,23,24,21,22,27,62,56,54,38,43,13,15,18,19,16,20,12,48,68,78,60,92,95,69,25,17,1,11,8,82,64,91,79,94,80,31,36,35,37,30,34,32,33,29,28,0,3,6,5,4,7,2,9,14,10,46,53,47,51,52,50,41,42,49,40,39,44,45,57,55,58,59,63,66,61,70,-1396.9451573658896,1344.8618240325563,10
23,24,21,22,27,62,56,54,38,43,13,15,18,19,16,20,12,48,68,78,60,92,95,69,25,17,1,11,8,82,64,91,79,94,80,31,36,35,37,30,34,32,33,29,28,0,3,6,5,4,7,2,9,14,10,46,53,47,51,52,50,41,42,49,40,39,44,45,57,55,58,59,63,66,61,70,75,73,74,72,85,83,84,87,86,81,89,77,88,90,71,76,93,67,65,26,-1448.8986953760038,1396.8153620426706,10
67,65,26,23,24,21,22,27,62,56,54,38,43,13,15,18,19,16,20,12,48,68,78,60,92,95,69,25,17,1,11,8,82,64,91,79,94,80,31,36,35,37,30,34,32,33,29,28,0,3,6,5,4,7,2,9,14,10,46,53,47,51,52,50,41,42,49,40,39,44,45,57,55,58,59,63,66,61,70,75,73,74,72,85,83,84,87,86,81,89,77,88,90,71,76,93,-1406.5082156842566,1354.4248823509233,10
86,90,80,89,77,74,76,91,94,92,75,87,70,56,54,53,55,57,46,52,68,82,58,65,72,88,93,81,69,47,14,11,20,21,24,12,39,34,32,8,64,79,78,0,35,95,17,42,48,51,50,49,45,41,44,43,40,38,37,33,36,31,28,30,29,1,2,3,4,7,5,9,6,10,13,15,19,16,18,22,23,26,25,27,63,66,67,62,60,59,61,71,73,83,85,84,-1352.0408606011213,1299.957527267788,10
80,89,77,74,76,91,94,92,75,87,70,56,54,53,55,57,46,52,68,82,58,65,72,88,93,81,69,47,14,11,20,21,24,12,39,34,32,8,64,79,78,0,35,95,17,42,48,51,50,49,45,41,44,43,40,38,37,33,36,31,28,30,29,1,2,3,4,7,5,9,6,10,13,15,19,16,18,22,23,26,25,27,63,66,67,62,60,59,61,71,73,83,85,84,86,90,-1327.73575918578,1275.6524258524466,10
61,71,73,83,85,84,86,90,80,89,77,74,76,91,94,92,75,87,70,56,54,53,55,57,46,52,68,82,58,65,72,88,93,81,69,47,14,11,20,21,24,12,39,34,32,8,64,79,78,0,35,95,17,42,48,51,50,49,45,41,44,43,40,38,37,33,36,31,28,30,29,1,2,3,4,7,5,9,6,10,13,15,19,16,18,22,23,26,25,27,63,66,67,62,60,59,-1342.0281115232062,1289.944778189873,10
55,57,46,52,68,82,58,65,72,88,93,81,69,47,14,11,20,21,24,12,39,34,32,8,64,79,78,0,35,95,17,42,48,51,50,49,45,41,44,43,40,38,37,33,36,31,28,30,29,1,2,3,4,7,5,9,6,10,13,15,19,16,18,22,23,26,25,27,63,66,67,62,60,59,61,71,73,83,85,84,86,90,80,89,77,74,76,91,94,92,75,87,70,56,54,53,-1300.094930741762,1248.0115974084288,10
6,10,13,15,19,16,18,22,23,26,25,27,63,66,67,62,60,59,61,71,73,83,85,84,86,90,80,89,77,74,76,91,94,92,75,87,70,56,54,53,55,57,46,52,68,82,58,65,72,88,93,81,69,47,14,11,20,21,24,12,39,34,32,8,64,79,78,0,35,95,17,42,48,51,50,49,45,41,44,43,40,38,37,33,36,31,28,30,29,1,2,3,4,7,5,9,-1355.7791300524252,1303.695796719092,10
32,34,31,35,36,30,29,0,2,1,3,5,4,8,7,6,13,14,11,15,12,17,19,21,27,64,67,66,61,58,57,55,56,53,51,50,54,48,49,42,40,39,41,33,45,52,47,10,24,22,18,20,25,62,26,63,71,75,70,74,73,84,86,85,89,83,72,76,92,91,88,90,82,87,77,93,95,23,16,60,68,59,65,94,78,69,80,46,81,37,28,79,9,38,44,43,-1270.0176246427854,1217.9342913094522,10
12,17,19,21,27,64,67,66,61,58,57,55,56,53,51,50,54,48,49,42,40,39,41,33,45,52,47,10,24,22,18,20,25,62,26,63,71,75,70,74,73,84,86,85,89,83,72,76,92,91,88,90,82,87,77,93,95,23,16,60,68,59,65,94,78,69,80,46,81,37,28,79,9,38,44,43,32,34,31,35,36,30,29,0,2,1,3,5,4,8,7,6,13,14,11,15,-1247.844984382692,1195.7616510493588,10
20,25,62,26,63,71,75,70,74,73,84,86,85,89,83,72,76,92,91,88,90,82,87,77,93,95,23,16,60,68,59,65,94,78,69,80,46,81,37,28,79,9,38,44,43,32,34,31,35,36,30,29,0,2,1,3,5,4,8,7,6,13,14,11,15,12,17,19,21,27,64,67,66,61,58,57,55,56,53,51,50,54,48,49,42,40,39,41,33,45,52,47,10,24,22,18,-1243.0359410671342,1190.952607733801,10
87,77,93,95,23,16,60,68,59,65,94,78,69,80,46,81,37,28,79,9,38,44,43,32,34,31,35,36,30,29,0,2,1,3,5,4,8,7,6,13,14,11,15,12,17,19,21,27,64,67,66,61,58,57,55,56,53,51,50,54,48,49,42,40,39,41,33,45,52,47,10,24,22,18,20,25,62,26,63,71,75,70,74,73,84,86,85,89,83,72,76,92,91,88,90,82,-1264.2900779757126,1212.2067446423794,10
85,89,83,72,76,92,91,88,90,82,87,77,93,95,23,16,60,68,59,65,94,78,69,80,46,81,37,28,79,9,38,44,43,32,34,31,35,36,30,29,0,2,1,3,5,4,8,7,6,13,14,11,15,12,17,19,21,27,64,67,66,61,58,57,55,56,53,51,50,54,48,49,42,40,39,41,33,45,52,47,10,24,22,18,20,25,62,26,63,71,75,70,74,73,84,86,-1253.83689733259,1201.7535639992568,10
42,45,46,47,24,53,56,54,52,50,55,57,58,59,61,65,64,63,67,62,26,22,27,23,21,20,25,19,18,15,12,14,8,9,11,5,2,1,7,13,4,10,49,51,44,6,16,60,71,75,74,72,84,85,83,73,87,77,76,70,81,80,86,89,90,88,82,79,28,78,68,93,92,69,95,3,0,94,66,91,17,34,31,29,36,33,37,30,35,39,40,41,38,43,32,48,-1258.0831032292883,1205.999769895955,10
66,91,17,34,31,29,36,33,37,30,35,39,40,41,38,43,32,48,42,45,46,47,24,53,56,54,52,50,55,57,58,59,61,65,64,63,67,62,26,22,27,23,21,20,25,19,18,15,12,14,8,9,11,5,2,1,7,13,4,10,49,51,44,6,16,60,71,75,74,72,84,85,83,73,87,77,76,70,81,80,86,89,90,88,82,79,28,78,68,93,92,69,95,3,0,94,-1286.7397364755539,1234.6564031422206,10
54,52,50,55,57,58,59,61,65,64,63,67,62,26,22,27,23,21,20,25,19,18,15,12,14,8,9,11,5,2,1,7,13,4,10,49,51,44,6,16,60,71,75,74,72,84,85,83,73,87,77,76,70,81,80,86,89,90,88,82,79,28,78,68,93,92,69,95,3,0,94,66,91,17,34,31,29,36,33,37,30,35,39,40,41,38,43,32,48,42,45,46,47,24,53,56,-1372.4404809364632,1320.35714760313,10
95,3,0,94,66,91,17,34,31,29,36,33,37,30,35,39,40,41,38,43,32,48,42,45,46,47,24,53,56,54,52,50,55,57,58,59,61,65,64,63,67,62,26,22,27,23,21,20,25,19,18,15,12,14,8,9,11,5,2,1,7,13,4,10,49,51,44,6,16,60,71,75,74,72,84,85,83,73,87,77,76,70,81,80,86,89,90,88,82,79,28,78,68,93,92,69,-1252.3429224068507,1200.2595890735174,10
29,36,33,37,30,35,39,40,41,38,43,32,48,42,45,46,47,24,53,56,54,52,50,55,57,58,59,61,65,64,63,67,62,26,22,27,23,21,20,25,19,18,15,12,14,8,9,11,5,2,1,7,13,4,10,49,51,44,6,16,60,71,75,74,72,84,85,83,73,87,77,76,70,81,80,86,89,90,88,82,79,28,78,68,93,92,69,95,3,0,94,66,91,17,34,31,-1397.5674033249204,1345.4840699915871,10
47,25,93,90,24,36,0,2,9,18,53,86,79,91,29,28,1,72,73,76,85,87,84,88,77,74,75,67,62,60,59,61,63,70,69,58,71,65,66,95,94,92,64,26,23,20,19,17,22,21,27,16,14,11,8,6,3,4,5,7,12,10,13,32,39,38,41,48,49,52,57,56,54,55,50,45,44,42,51,40,34,31,30,35,33,43,37,78,80,82,81,89,83,68,46,15,-1341.898829484091,1289.8154961507578,10
51,40,34,31,30,35,33,43,37,78,80,82,81,89,83,68,46,15,47,25,93,90,24,36,0,2,9,18,53,86,79,91,29,28,1,72,73,76,85,87,84,88,77,74,75,67,62,60,59,61,63,70,69,58,71,65,66,95,94,92,64,26,23,20,19,17,22,21,27,16,14,11,8,6,3,4,5,7,12,10,13,32,39,38,41,48,49,52,57,56,54,55,50,45,44,42,-1368.4719850102451,1316.3886516769119,10
56,54,55,50,45,44,42,51,40,34,31,30,35,33,43,37,78,80,82,81,89,83,68,46,15,47,25,93,90,24,36,0,2,9,18,53,86,79,91,29,28,1,72,73,76,85,87,84,88,77,74,75,67,62,60,59,61,63,70,69,58,71,65,66,95,94,92,64,26,23,20,19,17,22,21,27,16,14,11,8,6,3,4,5,7,12,10,13,32,39,38,41,48,49,52,57,-1345.7483428311525,1293.6650094978193,10
55,50,45,44,42,51,40,34,31,30,35,33,43,37,78,80,82,81,89,83,68,46,15,47,25,93,90,24,36,0,2,9,18,53,86,79,91,29,28,1,72,73,76,85,87,84,88,77,74,75,67,62,60,59,61,63,70,69,58,71,65,66,95,94,92,64,26,23,20,19,17,22,21,27,16,14,11,8,6,3,4,5,7,12,10,13,32,39,38,41,48,49,52,57,56,54,-1338.840052327662,1286.7567189943288,10
72,73,76,85,87,84,88,77,74,75,67,62,60,59,61,63,70,69,58,71,65,66,95,94,92,64,26,23,20,19,17,22,21,27,16,14,11,8,6,3,4,5,7,12,10,13,32,39,38,41,48,49,52,57,56,54,55,50,45,44,42,51,40,34,31,30,35,33,43,37,78,80,82,81,89,83,68,46,15,47,25,93,90,24,36,0,2,9,18,53,86,79,91,29,28,1,-1310.9779600087668,1258.8946266754335,10
81,52,53,46,24,18,22,56,78,29,0,35,31,12,28,95,30,2,47,79,11,8,7,4,3,5,1,6,13,10,43,33,34,36,37,39,41,40,48,51,54,55,69,58,59,60,71,74,75,70,72,85,77,73,84,86,87,89,82,88,76,66,62,26,23,20,16,17,21,27,63,25,19,15,14,9,32,42,38,49,45,44,50,57,68,80,90,83,67,61,64,92,91,94,65,93,-1351.9891611326343,1299.905827799301,10
93,81,52,53,46,24,18,22,56,78,29,0,35,31,12,28,95,30,2,47,79,11,8,7,4,3,5,1,6,13,10,43,33,34,36,37,39,41,40,48,51,54,55,69,58,59,60,71,74,75,70,72,85,77,73,84,86,87,89,82,88,76,66,62,26,23,20,16,17,21,27,63,25,19,15,14,9,32,42,38,49,45,44,50,57,68,80,90,83,67,61,64,92,91,94,65,-1357.9975781275666,1305.9142447942334,10
43,33,34,36,37,39,41,40,48,51,54,55,69,58,59,60,71,74,75,70,72,85,77,73,84,86,87,89,82,88,76,66,62,26,23,20,16,17,21,27,63,25,19,15,14,9,32,42,38,49,45,44,50,57,68,80,90,83,67,61,64,92,91,94,65,93,81,52,53,46,24,18,22,56,78,29,0,35,31,12,28,95,30,2,47,79,11,8,7,4,3,5,1,6,13,10,-1430.4667348594355,1378.3834015261023,10
90,83,67,61,64,92,91,94,65,93,81,52,53,46,24,18,22,56,78,29,0,35,31,12,28,95,30,2,47,79,11,8,7,4,3,5,1,6,13,10,43,33,34,36,37,39,41,40,48,51,54,55,69,58,59,60,71,74,75,70,72,85,77,73,84,86,87,89,82,88,76,66,62,26,23,20,16,17,21,27,63,25,19,15,14,9,32,42,38,49,45,44,50,57,68,80,-1373.7165729187984,1321.6332395854652,10
29,0,35,31,12,28,95,30,2,47,79,11,8,7,4,3,5,1,6,13,10,43,33,34,36,37,39,41,40,48,51,54,55,69,58,59,60,71,74,75,70,72,85,77,73,84,86,87,89,82,88,76,66,62,26,23,20,16,17,21,27,63,25,19,15,14,9,32,42,38,49,45,44,50,57,68,80,90,83,67,61,64,92,91,94,65,93,81,52,53,46,24,18,22,56,78,-1325.813079343542,1273.7297460102088,10
5,13,9,2,1,44,30,29,78,82,80,90,92,66,93,74,81,51,43,18,24,39,17,95,16,79,89,19,94,84,87,86,88,83,77,73,71,75,76,91,85,72,69,58,56,68,54,50,52,53,57,60,61,65,67,64,27,25,23,20,21,22,62,26,63,70,55,59,46,47,45,42,48,49,41,40,38,34,33,36,37,35,31,28,0,32,10,11,14,15,12,8,4,6,3,7,-1414.338750373109,1362.2554170397757,10
23,20,21,22,62,26,63,70,55,59,46,47,45,42,48,49,41,40,38,34,33,36,37,35,31,28,0,32,10,11,14,15,12,8,4,6,3,7,5,13,9,2,1,44,30,29,78,82,80,90,92,66,93,74,81,51,43,18,24,39,17,95,16,79,89,19,94,84,87,86,88,83,77,73,71,75,76,91,85,72,69,58,56,68,54,50,52,53,57,60,61,65,67,64,27,25,-1378.063360465664,1325.9800271323306,10
90,92,66,93,74,81,51,43,18,24,39,17,95,16,79,89,19,94,84,87,86,88,83,77,73,71,75,76,91,85,72,69,58,56,68,54,50,52,53,57,60,61,65,67,64,27,25,23,20,21,22,62,26,63,70,55,59,46,47,45,42,48,49,41,40,38,34,33,36,37,35,31,28,0,32,10,11,14,15,12,8,4,6,3,7,5,13,9,2,1,44,30,29,78,82,80,-1405.62600432899,1353.5426709956566,10
84,87,86,88,83,77,73,71,75,76,91,85,72,69,58,56,68,54,50,52,53,57,60,61,65,67,64,27,25,23,20,21,22,62,26,63,70,55,59,46,47,45,42,48,49,41,40,38,34,33,36,37,35,31,28,0,32,10,11,14,15,12,8,4,6,3,7,5,13,9,2,1,44,30,29,78,82,80,90,92,66,93,74,81,51,43,18,24,39,17,95,16,79,89,19,94,-1421.593843457446,1369.5105101241127,10
49,41,40,38,34,33,36,37,35,31,28,0,32,10,11,14,15,12,8,4,6,3,7,5,13,9,2,1,44,30,29,78,82,80,90,92,66,93,74,81,51,43,18,24,39,17,95,16,79,89,19,94,84,87,86,88,83,77,73,71,75,76,91,85,72,69,58,56,68,54,50,52,53,57,60,61,65,67,64,27,25,23,20,21,22,62,26,63,70,55,59,46,47,45,42,48,-1351.412955255337,1299.3296219220038,10
22,26,24,47,45,44,48,40,42,39,41,49,38,34,31,28,0,29,30,35,36,33,10,43,37,78,50,32,13,18,25,94,95,7,46,4,79,65,2,9,6,3,1,5,8,11,12,14,16,15,19,17,20,21,23,27,64,67,66,61,63,60,59,53,55,57,54,51,52,56,68,58,70,73,74,75,76,84,85,86,87,77,88,83,89,80,69,81,90,91,93,92,71,72,82,62,-1205.0380291928034,1152.9546958594701,10
18,25,94,95,7,46,4,79,65,2,9,6,3,1,5,8,11,12,14,16,15,19,17,20,21,23,27,64,67,66,61,63,60,59,53,55,57,54,51,52,56,68,58,70,73,74,75,76,84,85,86,87,77,88,83,89,80,69,81,90,91,93,92,71,72,82,62,22,26,24,47,45,44,48,40,42,39,41,49,38,34,31,28,0,29,30,35,36,33,10,43,37,78,50,32,13,-1201.1830232919558,1149.0996899586225,10
6,3,1,5,8,11,12,14,16,15,19,17,20,21,23,27,64,67,66,61,63,60,59,53,55,57,54,51,52,56,68,58,70,73,74,75,76,84,85,86,87,77,88,83,89,80,69,81,90,91,93,92,71,72,82,62,22,26,24,47,45,44,48,40,42,39,41,49,38,34,31,28,0,29,30,35,36,33,10,43,37,78,50,32,13,18,25,94,95,7,46,4,79,65,2,9,-1264.334912905397,1212.2515795720637,10
17,20,21,23,27,64,67,66,61,63,60,59,53,55,57,54,51,52,56,68,58,70,73,74,75,76,84,85,86,87,77,88,83,89,80,69,81,90,91,93,92,71,72,82,62,22,26,24,47,45,44,48,40,42,39,41,49,38,34,31,28,0,29,30,35,36,33,10,43,37,78,50,32,13,18,25,94,95,7,46,4,79,65,2,9,6,3,1,5,8,11,12,14,16,15,19,-1233.344839838341,1181.2615065050077,10
28,0,29,30,35,36,33,10,43,37,78,50,32,13,18,25,94,95,7,46,4,79,65,2,9,6,3,1,5,8,11,12,14,16,15,19,17,20,21,23,27,64,67,66,61,63,60,59,53,55,57,54,51,52,56,68,58,70,73,74,75,76,84,85,86,87,77,88,83,89,80,69,81,90,91,93,92,71,72,82,62,22,26,24,47,45,44,48,40,42,39,41,49,38,34,31,-1195.5792151307462,1143.495881797413,10
55,69,80,86,84,85,73,76,72,74,70,60,59,56,57,52,68,82,83,77,89,90,75,91,93,92,66,65,64,25,21,26,95,71,81,53,62,24,54,10,8,18,16,67,87,94,29,47,78,88,2,79,50,51,48,49,42,43,41,45,46,44,40,37,38,35,30,31,33,39,36,0,34,28,32,4,5,3,6,11,9,7,1,13,15,14,12,19,17,20,22,23,27,63,61,58,-1387.7935053929891,1335.7101720596559,10
32,4,5,3,6,11,9,7,1,13,15,14,12,19,17,20,22,23,27,63,61,58,55,69,80,86,84,85,73,76,72,74,70,60,59,56,57,52,68,82,83,77,89,90,75,91,93,92,66,65,64,25,21,26,95,71,81,53,62,24,54,10,8,18,16,67,87,94,29,47,78,88,2,79,50,51,48,49,42,43,41,45,46,44,40,37,38,35,30,31,33,39,36,0,34,28,-1365.4597532838732,1313.37641995054,10
56,57,52,68,82,83,77,89,90,75,91,93,92,66,65,64,25,21,26,95,71,81,53,62,24,54,10,8,18,16,67,87,94,29,47,78,88,2,79,50,51,48,49,42,43,41,45,46,44,40,37,38,35,30,31,33,39,36,0,34,28,32,4,5,3,6,11,9,7,1,13,15,14,12,19,17,20,22,23,27,63,61,58,55,69,80,86,84,85,73,76,72,74,70,60,59,-1340.3117064038295,1288.2283730704962,10
62,24,54,10,8,18,16,67,87,94,29,47,78,88,2,79,50,51,48,49,42,43,41,45,46,44,40,37,38,35,30,31,33,39,36,0,34,28,32,4,5,3,6,11,9,7,1,13,15,14,12,19,17,20,22,23,27,63,61,58,55,69,80,86,84,85,73,76,72,74,70,60,59,56,57,52,68,82,83,77,89,90,75,91,93,92,66,65,64,25,21,26,95,71,81,53,-1364.7167200343215,1312.6333867009882,10
93,92,66,65,64,25,21,26,95,71,81,53,62,24,54,10,8,18,16,67,87,94,29,47,78,88,2,79,50,51,48,49,42,43,41,45,46,44,40,37,38,35,30,31,33,39,36,0,34,28,32,4,5,3,6,11,9,7,1,13,15,14,12,19,17,20,22,23,27,63,61,58,55,69,80,86,84,85,73,76,72,74,70,60,59,56,57,52,68,82,83,77,89,90,75,91,-1395.6555244869144,1343.5721911535811,10
